train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,kfold rmse
cc_align,25,gov,1,flores,42.56666666666671,-37.666666666666714,1.3788884412211648,1.4146848883526444
cc_align,25,gov,1,bible,9.366666653400415,-8.666666653400416,0.6110100926607788,0.6142746399887703
cc_align,25,gov,1,gov,59.66666666666666,-39.66666666666665,2.0672042311618193,2.5646312275517
cc_align,25,gov,10,flores,53.433333582139426,-42.33333358213943,2.7570515652293,3.0333699631487963
cc_align,25,gov,10,bible,11.316666561997204,-9.166666561997204,0.8064324728911488,0.8551802928817605
cc_align,25,gov,10,gov,70.46666683633875,-37.66666683633875,3.4001960727777645,3.627855197404291
cc_align,25,gov,25,flores,53.23333333333335,-40.33333333333336,2.970746258658476,3.3360655469180056
cc_align,25,gov,25,bible,11.933333376584715,-9.333333376584715,0.9556847457887635,1.0282671507606054
cc_align,25,gov,25,gov,74.51666666666667,-38.16666666666666,3.929164457404823,4.157803907513357
cc_align,25,gov,50,flores,53.399999999999935,-40.49999999999993,2.6536138880151094,3.384859988920959
cc_align,25,gov,50,bible,0.5000000000000306,2.999999999999967,0.5715476066494082,0.6220334597992747
cc_align,25,gov,50,gov,66.0999999999997,-24.99999999999966,5.307227776030219,6.505957412041952
cc_align,25,bible,1,flores,10.316666644771708,-9.16666664477171,0.516074929960111,0.5397530299436342
cc_align,25,bible,1,bible,50.649999999999956,-34.49999999999996,2.121556032726923,2.364318083507376
cc_align,25,bible,1,gov,8.049999981050616,-7.4999999810506175,0.3301514803843836,0.3316624790355401
cc_align,25,bible,10,flores,12.866666719001772,-10.666666719001775,0.793305321634321,0.7958224257542215
cc_align,25,bible,10,bible,57.56666666666652,-31.666666666666515,3.1757413832573547,3.3330666559991475
cc_align,25,bible,10,gov,14.233333333333327,-13.333333333333327,0.5876506898943737,0.6011100842053253
cc_align,25,bible,25,flores,11.383333333333328,-8.833333333333329,0.9307702903151418,0.9441045139884323
cc_align,25,bible,25,bible,58.43333333333386,-28.33333333333386,3.2430438377137825,3.378954473403474
cc_align,25,bible,25,gov,14.416666666666664,-13.166666666666664,0.6887186169498639,0.7066352194260725
cc_align,100,gov,1,flores,39.28333333333336,-32.833333333333364,1.4234933555634648,1.5004443786203248
cc_align,100,gov,1,bible,9.783333283353887,-8.833333283353888,0.5747463208523681,0.5756156124822651
cc_align,100,gov,1,gov,52.98333333333348,-30.83333333333348,1.8216293073326786,2.1998484796306608
cc_align,100,gov,10,flores,56.516666666666765,-44.16666666666677,2.474334927477146,2.6614532371118855
cc_align,100,gov,10,bible,14.05,-11.499999999999998,0.7489993324429601,0.8865664103720597
cc_align,100,gov,10,gov,70.73333376357499,-37.33333376357498,3.4855893810564282,3.7769476212059585
cc_align,100,gov,25,flores,51.61666666666665,-37.16666666666665,2.689671603250726,2.9084933098312837
cc_align,100,gov,25,bible,12.433333333333316,-9.333333333333314,0.863326898302916,1.0340857475728664
cc_align,100,gov,25,gov,73.2333333333332,-36.33333333333321,4.1261765998722515,4.396513770401877
cc_align,100,gov,50,flores,54.10000000000015,-39.50000000000016,2.9802125203861998,3.799050240417922
cc_align,100,gov,50,bible,3.3000000000000584,0.9999999999999414,0.408248290463863,0.5060582002105044
cc_align,100,gov,50,gov,66.70000000000081,-25.50000000000091,5.5113519212621505,6.693588254593344
cc_align,100,bible,1,flores,9.733333333333333,-8.333333333333334,0.5416025603090641,0.5561774297230454
cc_align,100,bible,1,bible,48.6666669257412,-31.666666925741204,2.2229110043664217,2.3700914187712967
cc_align,100,bible,1,gov,8.583333339598953,-7.833333339598953,0.40783983784487426,0.4090639721771319
cc_align,100,bible,10,flores,12.133333333333304,-9.333333333333304,0.8748333174572932,0.8951722366859538
cc_align,100,bible,10,bible,57.849999999999405,-31.499999999999403,3.2956031314465033,3.4568772034887227
cc_align,100,bible,10,gov,14.066666666666627,-12.666666666666627,0.6582805886043833,0.7052186422190867
cc_align,100,bible,25,flores,13.550000000000002,-10.500000000000002,1.0568822072492279,1.0945318634009698
cc_align,100,bible,25,bible,59.283333333331534,-28.83333333333153,3.263484844967621,3.3733267457116183
cc_align,100,bible,25,gov,13.69999999999998,-11.999999999999979,0.8366600265340756,0.9186947262284687
gov,25,bible,1,flores,9.833333333333345,-8.333333333333345,0.8058122196475637,0.8156796756897486
gov,25,bible,1,bible,45.683333333333344,-28.83333333333334,1.8172323278362994,1.8393839548428532
gov,25,bible,1,gov,10.266666714807808,-8.666666714807809,0.7728734264634368,0.7831560082980487
gov,25,bible,10,flores,16.050000001317837,-13.500000001317838,1.164903429473877,1.1857487086225307
gov,25,bible,10,bible,58.54999999999982,-32.499999999999815,3.26511868084454,3.319939758489601
gov,25,bible,10,gov,23.316666666666652,-19.166666666666654,1.7071418609281814,1.8556220879622374
gov,25,bible,25,flores,16.799999984446213,-13.999999984446214,1.414213562373095,1.4198591479439078
gov,25,bible,25,bible,58.98333333333377,-28.833333333333766,3.0512838827833324,3.1227124961054815
gov,25,bible,25,gov,26.49999999999998,-21.99999999999998,2.0159365069366646,2.284731931759173
gov,1,bible,1,flores,12.899999954222686,-11.999999954222687,0.7155417527999327,0.7266360849833982
gov,1,bible,1,bible,53.500000000000014,-39.000000000000014,2.0513410247932935,2.3160310878742543
gov,1,bible,1,gov,18.583333333333332,-16.833333333333332,0.9414527780687323,1.0541979573748632
gov,1,bible,10,flores,19.55000000000002,-17.500000000000018,0.978263768111648,0.9828529900244493
gov,1,bible,10,bible,66.14999999999999,-41.49999999999999,3.2399074060843165,3.403821381917683
gov,1,bible,10,gov,35.16666652070268,-30.666666520702677,2.3437861108329265,2.8998850551932787
gov,1,bible,25,flores,18.61666666666667,-16.16666666666667,1.190938005663323,1.1947105646696747
gov,1,bible,25,bible,65.08333328719308,-35.833333287193085,3.2302218706047627,3.3946035605550966
gov,1,bible,25,gov,37.56666640642619,-32.66666640642618,2.552123299006796,3.2571971591129274
gov,10,bible,1,flores,11.633333333333342,-10.333333333333343,0.7438637868140465,0.7545418035691153
gov,10,bible,1,bible,45.2833333333333,-28.833333333333304,1.6450937156689083,1.6599196767715403
gov,10,bible,1,gov,12.716666715953924,-11.166666715953923,0.7914122398177408,0.7920437698343024
gov,10,bible,10,flores,15.500000000000014,-13.000000000000016,1.0881176406988353,1.0954451150103321
gov,10,bible,10,bible,60.05000000000004,-34.500000000000036,3.0418744221285663,3.1006450941699213
gov,10,bible,10,gov,28.74999999999998,-24.49999999999998,1.7857771417508959,2.0683326618317466
gov,10,bible,25,flores,16.34999998948602,-13.49999998948602,1.2841339493993609,1.2845232578665131
gov,10,bible,25,bible,58.33333333333083,-28.333333333330827,3.236252977338659,3.35519497694744
gov,10,bible,25,gov,27.916666666666575,-23.16666666666657,1.9925695303635789,2.4485369781429345
gov,50,bible,1,flores,7.000000000000014,-5.500000000000015,0.694022093788567,0.7510765992046451
gov,50,bible,1,bible,55.4999999999999,-37.99999999999989,1.5513435037626797,4.499063850748829
gov,50,bible,1,gov,5.6000000000000085,-4.000000000000009,0.5715476066494083,0.6158448596668704
gov,50,bible,10,flores,8.900000033636422,-6.500000033636423,0.6123724356957945,0.7237190907164907
gov,50,bible,10,bible,70.59999999999995,-43.49999999999994,2.653613888015111,4.7179278462951295
gov,50,bible,10,gov,-0.9999999999999954,7.0,0.4898979485566357,0.5008082942607398
gov,50,bible,25,flores,5.899999999999998,-2.999999999999997,0.5715476066494082,0.5803913932717679
gov,50,bible,25,bible,73.30000027039293,-42.000000270392924,2.449489742783178,3.40605653855293
gov,50,bible,25,gov,-5.500000000000005,12.500000000000005,0.2041241452319315,0.2913979382198774
bible,25,gov,1,flores,28.933333190673444,-24.333333190673457,1.5301416056474426,1.6808727891584574
bible,25,gov,1,bible,22.433333333333334,-20.333333333333332,1.3990472948879655,1.3990472948879655
bible,25,gov,1,gov,43.06666666666668,-22.66666666666667,1.5777621282478973,1.809235566014922
bible,25,gov,10,flores,49.8833333333335,-39.833333333333506,2.84716232999338,3.272206187472502
bible,25,gov,10,bible,49.48333333333339,-42.83333333333339,1.1429494010380916,1.5057666928622573
bible,25,gov,10,gov,67.24999996450235,-34.49999996450235,3.4549963820530984,3.668514685809505
bible,25,gov,25,flores,51.10000000000018,-39.000000000000185,2.9651306885194795,3.360357123878354
bible,25,gov,25,bible,54.94999999999997,-47.499999999999964,1.5585249436566617,2.1977260975835913
bible,25,gov,25,gov,68.38333352183913,-31.833333521839126,4.3306273602485525,4.539089482851529
bible,25,gov,50,flores,56.29999999999991,-44.99999999999991,2.7760883751542678,3.771481259248015
bible,25,gov,50,bible,28.000000000000018,-17.500000000000018,0.04082482904638688,1.4352346983754656
bible,25,gov,50,gov,60.500000000000114,-19.5000000000001,5.5113519212621505,6.484793780578259
bible,1,gov,1,flores,38.13333333333335,-35.33333333333334,1.2543258481484518,1.2795832654944084
bible,1,gov,1,bible,33.28333331703313,-30.83333331703313,1.4444145296047577,1.7456612882610805
bible,1,gov,1,gov,71.58333333333323,-55.83333333333322,2.8653679228562146,3.9723209000952227
bible,1,gov,10,flores,58.500000000000206,-50.00000000000021,2.535350074447314,2.7298351598585566
bible,1,gov,10,bible,47.99999999999983,-42.99999999999982,1.6745148551147582,2.346912865872957
bible,1,gov,10,gov,73.73333347417723,-42.33333347417722,3.4306461976329374,3.751444166362247
bible,1,gov,25,flores,56.216666666666754,-45.16666666666677,2.9533596688065833,3.2783125740742496
bible,1,gov,25,bible,48.39999999999997,-42.999999999999964,1.7810109488714545,2.511573212152099
bible,1,gov,25,gov,71.23333407047667,-35.33333411142908,4.039966996564864,4.23335957997113
bible,1,gov,50,flores,57.8000000000001,-47.0000000000001,2.6944387170614963,3.7540572672270147
bible,1,gov,50,bible,17.200000085548574,-8.500000091659185,0.2857738033247046,1.513970158690823
bible,1,gov,50,gov,66.79999999999974,-26.499999999999723,5.348052605076606,6.573027013199117
bible,10,gov,1,flores,29.75000000000003,-25.500000000000032,1.511621645783097,1.626653005407115
bible,10,gov,1,bible,23.99999999999997,-21.999999999999968,1.3696714934611145,1.392838827718412
bible,10,gov,1,gov,45.383333333333304,-25.8333333333333,1.586925749155686,1.8992981159716174
bible,10,gov,10,flores,48.68333333333352,-38.83333333333352,2.885538655664369,3.245817821956946
bible,10,gov,10,bible,51.433333333333266,-45.33333333333326,1.4440683270999792,1.961971797282859
bible,10,gov,10,gov,68.06666666666669,-35.66666666666669,3.4924680862297564,3.7594325812991176
bible,10,gov,25,flores,50.800000000000054,-39.00000000000006,3.03776233435073,3.39587985653203
bible,10,gov,25,bible,54.68333333333331,-47.83333333333331,1.429102282320385,2.0167630830946264
bible,10,gov,25,gov,69.3000002878742,-33.000000311863715,4.12795348811006,4.336357918806981
bible,10,gov,50,flores,54.199999999999804,-42.9999999999998,2.6944387170614963,3.597072258996129
bible,10,gov,50,bible,28.29999999999991,-18.499999999999908,0.04082482904638616,2.33849103403779
bible,10,gov,50,gov,62.79999999999977,-21.999999999999755,5.388877434122993,7.581493355238156
