train set,c0,c1,c2,c3,rmse,kfold rmse
gov,6.83829476758302,7.767797505864737e-09,4.987699094653263,0.03389478593588881,14.954484415838031,15.050781687321978
bible,7.037818163269758,0.00019695347446535113,3.0050022832637262e-05,-3.6641257256838094e-08,12.27584088731763,12.363381289138665
