c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
29.87615988226618,0.585058364776497,-106.65344040636599,58.06932746824402,11.78974394426824,4.007015114210644,10.30039094355175,2.9727189965467855,1.8771625957985938,-4.019886929726761,6.702788082185863,-3.614619397212089,5.2538492181200755,-16.905869098786756,3.8900651022263797,-0.861753961030953,4.310289503550282,4.565595003028772
