language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,21.552241238161468,82.70054226385516,-553.7800673701714,611.8997511915131,5.006292837917667,5.130235438975454
gu,-1.3575476206023263,405.1414465164062,-1553.4133512833382,1516.2057630600623,4.046010862120669,4.14793002121258
hi,17.43389563097896,204.0829315004369,-957.1122922287283,975.75414302995,3.9835830015401474,4.0624395818346875
si,91.78561933341695,-605.2964510184422,1428.5276696036656,-1129.5868496139349,2.9703350251193714,3.0098820224842657
ta,56.47051252247198,-307.69056925498825,647.7813771838836,-488.66503991525315,4.200198390574963,4.250482239742833
