train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,10.588461894665725,0.511083550236655,-5.627183761445011e-09,5.206704012085861,5.22962501714973
gov,bible,1.79991706437716,1.0867134441217287e-07,-1.9438137964687133e-08,1.319304306492208,1.3244570566368736
gov,gov,2.0284149036879273,63.29902855537732,3.7564423227786895e-11,9.505766394820771,9.59397402148336
bible,flores,1.956315984309525,-6.562544187181099e-10,2.1211178467751248e-07,0.9908703635898725,0.9960071968800139
bible,bible,20.99484600528662,9.169913734836285,-7.901115897913807e-09,7.082284368693603,7.114126371009034
bible,gov,1.0899860321652235,-1.2269397246078203e-09,-4.0624320264752175e-08,0.7390769451744366,0.742488046068129
