train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,kfold rmse
cc_align,25,gov,1,flores,999.9999999997473,-5.285191949646905,1.384022496760336,1.4146852806078867
cc_align,25,gov,1,bible,999.9999996241542,-7.190319389430788,0.6121436126324113,0.6121772528915158
cc_align,25,gov,1,gov,122.12551148627384,-1.8093170250223587,2.0672042311618193,2.5646312275517893
cc_align,25,gov,10,flores,280.83999752617484,-3.230839995022151,2.7570515652293,3.0333699633005367
cc_align,25,gov,10,bible,74.94101778472923,-3.551233532461706,0.8064324728911488,0.8551802929573827
cc_align,25,gov,10,gov,97.27228886174426,-1.0870856322286229,3.4001960727777645,3.6278551891083235
cc_align,25,gov,25,flores,195.9373136685265,-2.720567467683431,2.9707462586584774,3.336065539690758
cc_align,25,gov,25,bible,55.858076014873426,-3.0673026719729064,0.9556847457887635,1.0282671504934524
cc_align,25,gov,25,gov,98.65479192253487,-0.99843260235253,3.9291644574048235,4.157803901826989
cc_align,25,gov,50,flores,197.8744098887648,-2.7304052245865966,2.6536138880151094,5.038536290517462
cc_align,25,gov,50,bible,1.4285234831755818,0.8961215868969362,0.5715476066494082,0.5819144777023827
cc_align,25,gov,50,gov,74.180283872352,-0.5904902770774735,5.307227776030219,10.654597724843853
cc_align,25,bible,1,flores,404.0394622425414,-5.861750609637316,0.516074929960111,0.5222555960631635
cc_align,25,bible,1,bible,111.94584360708204,-1.9360951654831946,2.121556032726923,2.364318083507115
cc_align,25,bible,1,gov,999.9999999999999,-7.402039694200998,0.3327312680215783,0.33306954834334673
cc_align,25,bible,10,flores,114.61569230244932,-3.953127365618606,0.7933053216343209,0.7958224257549851
cc_align,25,bible,10,bible,82.08322762993537,-1.1534907349112589,3.175741383257355,3.3330666558056254
cc_align,25,bible,10,gov,999.9999999999873,-6.81902906829292,0.6027666158477964,0.6027675138245033
cc_align,25,bible,25,flores,49.92270058818164,-2.9743824619422115,0.9307702903151419,0.9441045139885061
cc_align,25,bible,25,bible,74.00455275763971,-0.8996014433087203,3.2430438377137825,3.3789544732617456
cc_align,25,bible,25,gov,999.9999999999696,-6.63786301985394,0.6899835025617537,0.6905475422964961
cc_align,100,gov,1,flores,394.9831192900364,-4.114762897203613,1.4234933555634648,1.500444378620305
cc_align,100,gov,1,bible,680.6107299063033,-6.574283194111801,0.5747463208525317,0.5753239991943838
