c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.68964888427653,0.21610435588723234,-111.55610223160494,65.72904927721477,0.0,0.0,0.0,0.0,0.0,0.0,4.691772846802746,4.713960029615203
