c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
9.134507176699394,10.28221570382447,-2.5700209986814855,-1.4966080253574128,2.8960455549842448,0.4456271134136333,-0.3787278259566982,1.2773749754807597,-0.9359761942706919,-1.2223426997544633,-0.8065673941417221,-2.6604320960172925,-2.3209559897926506,3.8915084277401775,0.7522442799777361,-0.963508612700644,2.2937671274876448,-3.8639459712869115,-9.404259478742109,-7.128308287771597,-6.085547002615959,-3.404521760827185,6.509716342791657,6.587892915738754
