,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-1.0],5.296177953163962e-13,[-0.5],1.4068376003832794,[0.0],3.5796358649583353
kfold,[1.0],0.004921713966278245,[-1.0],2.2060948696733433,[-1.0],5.963518846717045
