language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,37.783918829230295,-5.370012883877659,-4.56827885497135,-68.65121497123474,5.065521105328037,4.2702487254444295,4.286524495298986
gu,41.93249597178714,-59.163075949042955,61.889074826374596,9.08533819332874,-112.23897968455368,4.900513331298284,4.912792261464959
hi,47.40697265806173,-53.27978200707597,56.35818714229768,-38.27715560437314,-53.06334673869644,4.171966573982701,4.1909839833658475
si,67.28678735097975,5.252710882357332,-27.47029275033784,-223.19061513554237,202.63243935675564,3.8829871558143614,3.8986322604650705
ta,52.18245120663515,-3.010894160689124,-19.487601517461577,-150.56410334562503,124.37968813223425,4.297822386487419,4.3330863452030695
