model,pareto,rawlsian,gov-1k-flores,gov-1k-bible,gov-1k-gov,gov-10k-flores,gov-10k-bible,gov-10k-gov,gov-25k-flores,gov-25k-bible,gov-25k-gov,gov-50k-flores,gov-50k-bible,gov-50k-gov,bible-1k-flores,bible-1k-bible,bible-1k-gov,bible-10k-flores,bible-10k-bible,bible-10k-gov,bible-25k-flores,bible-25k-bible,bible-25k-gov
linear,True,False,1.7769700906980082,0.4175193453118343,3.595572663291558,2.845404458229804,0.9356824039265964,3.904918625526581,3.127595541705836,1.0103271688270534,4.632031380557595,3.812806567412544,0.9737596415659224,5.951490476087021,0.3973863580106745,3.1672907949895213,0.3022439029708524,0.4531077678695415,3.4977301117345143,0.4879364862449421,0.4568216642574431,3.5560291337480088,0.4753217859791247
poly2,True,False,1.779246217624682,0.4178508051979688,3.6035535518332535,2.851648425432118,0.9366706876442328,3.9070372120535617,3.1354198876164814,1.0115938538324456,4.634013859218856,3.812806446768189,0.973759670908317,5.951490522375985,0.3979743735185407,3.1668340602330995,0.3025433353773432,0.4545005171319244,3.4914795872777,0.4886101242312995,0.4584609149612975,3.5471583778726794,0.4761249706217689
poly3,True,False,1.7797288113752898,0.4179208985918391,3.605264812362401,2.8529752193195046,0.9368801404865325,3.9076105856762906,3.137081390069162,1.011863289156571,4.6345622754476725,3.812807194436636,0.9737596451446788,5.95149047985294,0.398099037545172,3.1667751319995268,0.3026084444997085,0.4547951383684926,3.490239838837484,0.488753292936111,0.4588078451106556,3.5453821501631304,0.4762950383038096
exp,True,True,1.7879550943071656,0.4162064741773086,3.6449602725310575,2.8708661900203305,0.933973363143476,3.9525436216593777,3.165520199269422,1.0108337145393418,4.680093111831896,3.8128063302329473,0.9737598578328808,5.951490435335834,0.3948497096705581,3.168587230960097,0.3010566838749967,0.4535040084474048,3.466482975702111,0.4853468374830358,0.4589129583003689,3.507933253724471,0.4725540584173343
log,True,False,1.732260435235658,0.4107674657398671,3.478606805804875,2.7281473112059467,0.9159074024697756,4.060645892626416,2.9799424289021226,0.9849114583828598,4.79949228909396,3.812806626346114,0.9737596589939698,5.951490464787066,0.3856655966818206,3.237120554921668,0.2962390804002674,0.4250103073575511,3.736387612363416,0.4744732934912936,0.4237324388248615,3.8648511124891898,0.4590884365439123
power,True,False,1.737605700533613,0.4162327186401981,3.4888257580257767,2.7446781535421985,0.924830385395345,4.093202983300624,3.009965052724673,0.9931467484110076,4.826997906999488,3.812805892158322,0.9737594559547752,5.951490498398939,0.3960665286316355,3.2191033644908216,0.3010514478956112,0.4343299549457057,3.7631779553292426,0.4850072828928251,0.4325307024984277,3.904514353208152,0.4705613566963478
hmult,True,False,1.69679878170049,0.4214060649436441,4.369030418623445,2.614147908054159,0.9246485068234872,8.591510031995853,2.900480815645829,0.990708313885024,10.172098479678656,3.8128063382914448,0.9737596490570276,5.951490488515333,0.3960915429719234,4.360905125492662,0.3050469597503805,0.4318062123335698,7.087310646363425,0.4850093117584644,0.4292429497304064,8.256508077020587,0.470606673537452
