c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
3.219310554075575,40.03262488402137,-72.7672398439901,42.953775106272154,32.17149867277634,-395.2203192417696,430.2448979268045,-0.30226685000581194,-7.799452991934449,0.8047368452220572,1.7312731042243212,-1.7046646558294292,1.5215001620767181,4.1392379993339175,4.2885784975066725
