language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,3.522342041537001,55.28837364538034,-70.33282873879742,10.73975394576157,10.801010004761693
gu,7.869817974542144,42.5330796434562,-51.07865731243358,11.43621602798516,11.53183015670469
hi,8.422214402382908,20.921482891554458,-9.976331891847021,12.12197040645168,12.322457160869714
si,8.474233873751531,25.25193612232999,-13.010935832282657,16.44966102192254,16.843064385747034
ta,6.980488499320538,19.932226816617252,-9.318929837838073,13.393659477617001,13.708441144892486
