model,pareto,rawlsian,gov-flores-ka,gov-flores-gu,gov-flores-hi,gov-flores-si,gov-flores-ta,gov-bible-ka,gov-bible-gu,gov-bible-hi,gov-bible-si,gov-bible-ta,gov-gov-ka,gov-gov-gu,gov-gov-hi,gov-gov-si,gov-gov-ta,bible-flores-ka,bible-flores-gu,bible-flores-hi,bible-flores-si,bible-flores-ta,bible-bible-ka,bible-bible-gu,bible-bible-hi,bible-bible-si,bible-bible-ta,bible-gov-ka,bible-gov-gu,bible-gov-hi,bible-gov-si,bible-gov-ta
linear,False,False,7.851963660978911,6.5625480597895995,4.843922276464904,3.6557522724082574,2.415825568676745,1.0392304845413265,1.1739455473522395,1.4565440990027572,0.40488107794389233,0.3788917179939613,15.91562242066068,9.025909208331154,8.34447115945761,13.032088804653178,9.248864106374272,0.382494553338127,1.5011106998930284,0.2958920129596833,0.2814582562299426,0.20207259421636906,3.3341978045700897,6.3508529610858835,2.518690549339743,3.6156560608000334,2.8506669541237772,0.13712068893253615,0.8660254037844389,0.28867513459481287,0.12268693220279542,0.12268693220279546
poly2,False,False,25.521766250805232,33.38887632325449,13.73148148148147,8.333333333333346,7.3444444444444414,5.123394241438499,2.068401922911414,3.4685185185185174,1.1037037037037047,0.19629629629629575,204.68113556997432,169.71243095415642,23.109259259259268,35.76851851851854,28.698148148148142,0.5821705531777444,6.374341197322079,1.256136497222764,5.028969140238894,5.133274329361821,72.37787720750377,501.4868265594022,46.71845645381898,21.910193844142356,47.074877432864106,1.182474508695734,32.325226635826,7.296337027731607,0.5989823077528887,1.1273911385089035
poly3,False,False,54.40367958585697,94.4989254489141,1761.3655331238826,1583.2793629200419,546.3615678693818,2.3416570245758677,24.129060561832592,113.65694761110665,2.452159213603834,37.016870917148495,2130.018715163749,262.87064815591737,160.2911835367111,591.2619412669555,211.53291429509667,0.6542816208319966,17.368026214232017,2.0272833937427204,7.74932902926239,7.971733467187101,6.218109372526997,2617.0399025584798,57.37274737024021,25.765601845009005,66.4183074124489,1.885304354078437,194.5625153530906,2.478377029841233,0.9148805791325312,1.864287808753238
exp,False,False,103.76782232760293,22.25784087323829,8.728432552756436,7.105193517700556,5.823338032807137,11.67987275442404,3.0370710874492675,2.5815286294178827,1.1363041750865197,1.3284392515708052,65.0184538956699,17.50318965275716,11.811635712490359,20.434736708092384,13.70234325086189,0.5360727759448394,3.9697129797636412,0.34896411408968026,0.3426391091122063,0.2724967447237819,4.175970032836963,12.987477560542239,3.0155775873955633,4.256473328519759,3.496854240297061,0.18983558583435736,2.7248190577456146,0.31950552817099714,0.1488632993370429,0.1539385074609205
log,True,True,0.8199667567749657,0.11655089760225516,0.2987459987378858,0.3166908625803071,0.48174244086267354,0.1602308715158223,0.0713039044338937,0.38217715447347317,0.04661955576924463,0.12914748376626708,2.217878451013244,0.5289129490846123,1.5574810251623876,2.096593880604056,1.3800721659479247,0.04845407840859667,0.18261128035477114,0.040449296837101266,0.06531441951083462,0.033720682204475924,0.22958633169562997,0.021894233349021314,0.17328268979823608,0.29490075120646264,0.11639844083852179,0.00042538897962339403,0.012974209241065196,0.13147961698091618,0.024439733694110094,0.024439733694110094
power,True,False,5.093996455005622,1.4549873253665089,1.2858658549429887,1.1479073927727395,0.4068469080580003,0.66166040729721,0.10702590704699351,0.6662603786593613,0.12568414211641551,0.0989500618235542,5.955364573491812,1.4026567311162106,2.4853183155702294,4.043991301356729,2.5844798526763206,0.20613322241587448,0.40750013381027594,0.08994794387385044,0.12395242496577413,0.034167996653385505,1.0328430677765228,0.6573960935682598,0.2863636860445281,0.8894463210333488,0.4884355886144232,0.05205770508710674,0.15143919734601527,0.1601157339083473,0.04937542113076822,0.05478584137789623
mult,True,False,5.093996455005622,1.4549873253665089,1.2858658549429887,1.1479073927727395,0.4068469080580003,0.66166040729721,0.10702590704699351,0.6662603786593613,0.12568414211641551,0.0989500618235542,5.955364573491812,1.4026567311162106,2.4853183155702294,4.043991301356729,2.5844798526763206,0.20613322241587448,0.40750013381027594,0.08994794387385044,0.12395242496577413,0.034167996653385505,1.0328430677765228,0.6573960935682598,0.2863636860445281,0.8894463210333488,0.4884355886144232,0.05205770508710674,0.15143919734601527,0.1601157339083473,0.04937542113076822,0.05478584137789623
hybrid_mult,True,False,8.153137816128577,6.46853006995781,3.271949827637382,2.221150278257315,1.0896638727321786,0.35266338803245084,0.2937892557085355,0.7197448802048176,0.03338505681909986,0.060984703616457706,23.78909595536428,10.527640082428553,6.718369430236277,11.935967130631518,7.694544755363663,0.1529799684042316,0.5877062765251606,0.10709655685381547,0.11536411308847343,0.024414208865704504,2.9877463413820537,6.211042665865727,2.1133686617337863,3.305715863006919,2.482937215825726,0.022130610287719274,0.17945830727549208,0.16011573390834694,0.03666910644606489,0.03666910644606489
am,False,False,7.851963660978911,6.5625480597895995,4.843922276464904,3.6557522724082574,2.415825568676745,1.0392304845413265,1.1739455473522395,1.4565440990027572,0.40488107794389233,0.3788917179939613,15.91562242066068,9.025909208331154,8.34447115945761,13.032088804653178,9.248864106374272,0.382494553338127,1.5011106998930284,0.2958920129596833,0.2814582562299426,0.20207259421636906,3.3341978045700897,6.3508529610858835,2.518690549339743,3.6156560608000334,2.8506669541237772,0.13712068893253615,0.8660254037844389,0.28867513459481287,0.12268693220279542,0.12268693220279546
gm,False,False,7.851963660978905,6.562548059789589,4.8439222621913505,3.6557522724082556,2.415825573220598,1.0392304845413256,1.1739455473522282,1.456544101815359,0.4048810779438921,0.3788917177474226,15.915622420660677,9.025909208331157,8.344471169847495,13.032088869775643,9.248864114099794,0.3824945533381269,1.5011106998930268,0.2958920129596832,0.28145825622994247,0.2020725942163688,3.334197804570088,6.3508529610858755,2.5186905493397407,3.6156560608000334,2.850666954123775,0.13712068893253615,0.8660254037844379,0.28867513459481275,0.12268693220279542,0.12268693220279536
hm,False,False,7.851963660978911,6.5625480597895995,4.843922276464904,3.6557522724082574,2.415825568676745,1.0392304845413265,1.1739455473522395,1.4565440990027572,0.40488107794389233,0.3788917179939613,15.91562242066068,9.025909208331154,8.34447115945761,13.032088804653178,9.248864106374272,0.382494553338127,1.5011106998930284,0.2958920129596833,0.2814582562299426,0.20207259421636906,3.3341978045700897,6.3508529610858835,2.518690549339743,3.6156560608000334,2.8506669541237772,0.13712068893253615,0.8660254037844389,0.28867513459481287,0.12268693220279542,0.12268693220279546
