c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
-1.726570153711059,32.657707385098945,-59.521057650361676,36.406239453090095,-18.378875759481303,1.9005504561348814,2.6074542468919617,-0.012959569240658225,0.4046118211860108,0.27769118877402565,0.3343145392900298,1.760274047776881,3.6831596144989325,-7.028074503661257,-11.794296279885327,0.44224233191666723,0.5126415775677587,4.59779180291543,4.68164866801146
