c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
28.497116807491857,0.9278381153238437,-0.0358329388781084,0.00043815858820958186,-41.78885131491435,-29.177654539730387,-16.458690031596724,0.0,0.0,0.0,0.0,0.0,0.0,5.111047187123046,5.56024151625883
