train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.8564718109187948,2.6635079266590593,-5.273604377219228e-10,8.400955927030552,8.566172426127215
1,gov,1.6754726014304966,3.0465667849762244,-1.052439915154713e-09,9.548370973375395,9.592553556916746
10,flores,1.9843891346486502,2.009211574708344,-1.1484321738155578e-09,5.555562001948376,5.476119602623305
10,bible,2.322593651537184,2.8090661791389384,0.6192304113661984,13.125811661203452,13.24761864819158
10,gov,2.373097356827686,3.1017684575896607,0.6669113913221629,16.931604744430853,17.13605683445126
25,flores,2.098157632718095,2.2912824601632353,-9.187028066703676e-10,6.6427944422479674,6.62996158511951
25,bible,2.4438724843413295,2.6667560834653408,1.095815849555235,14.940603353375694,15.065063813859995
25,gov,2.4555089027971198,3.115830635182824,0.8433524046785189,18.793868464948474,19.049774770630737
50,flores,2.7987534956469364,-6.567629372560706e-10,3.906650008475417,3.5216433726107867,3.5102872580724704
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,2.499999808651479,2.4086333300310176,3.6327178264732027,3.6072632157671114,5.18556070945441
