train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,4.723274642680513,6.086419740660245e-07,-4.745082816249397e-10,-6.032742888659113e-08,8.498514436193185,8.522287124146999
10,10.807676267663666,3.486434229778678e-05,2.7963061102219274e-08,-2.6071773676702935e-06,13.78138044026742,13.70615259504075
25,12.939268710354801,0.002709548035767976,-4.003692971744531e-09,0.01818822050510566,15.343342002715543,15.30136951312367
50,17.071019394080896,-8.995758831695588e-10,8.441343509328282e-08,-2.5097502526296096e-05,17.41166396604328,17.98622831061628
