,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.0,[-0.5],0.35005949197843045,"[-1.0, 0.0]",2.9340605474804327
kfold,[1.0],0.08686214994802437,[-1.0],47.36395443136843,[-0.5],202.129807840647
