train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,kfold rmse
25,1,ka,25.81046610142726,-5.066454346471712,-44.29263455919961,1.974474484637165,2.0836615803786303
25,1,gu,31.778097570335607,-8.146646645412506,-48.52937957784494,3.460645614490048,3.604958362257865
25,1,hi,31.344573696531928,-7.716772736980874,-51.21722335500232,1.7885232904980881,1.8526060179709036
25,1,si,37.48776964067908,-7.736252784149401,-60.178697866409514,2.0091913400647172,2.0224186752854822
25,1,ta,29.66673573362302,-7.462007674516159,-47.247349787266764,2.551213779874379,2.672345867833116
25,10,ka,40.405973503965036,-9.015859291777886,-68.50967288777595,2.8123028088451387,2.929109762048118
25,10,gu,47.79936935059192,-19.02611950490985,-67.64361126585038,4.4512767208191635,4.6406954295128795
25,10,hi,47.17352844745044,-17.018081307346712,-73.15387413651703,2.9623814388667733,3.076987916998915
25,10,si,58.475677511730105,-21.947098348436203,-87.87175188363858,4.165662534323008,4.277058064227785
25,10,ta,47.29961920150304,-20.271308688963053,-69.1685843078191,3.6401859323987047,3.8238912587595375
25,25,ka,44.40992004476749,-7.993690350299497,-76.92009507618467,2.8423414444866646,2.9591903086158595
25,25,gu,52.16939475173833,-19.766430760354535,-74.49399631487859,4.5404518106190155,4.726151079850153
25,25,hi,51.87307473888549,-18.557656817097033,-80.75339394364475,2.825756845823771,2.911409617489682
25,25,si,64.47824012699222,-24.571288399759492,-96.95234502528025,4.825871542900255,4.95756354812568
25,25,ta,52.621539561875046,-22.46492176883505,-76.47510101270149,3.8239375192065093,4.007334494961622
25,50,hi,59.08322198312606,-22.036051855725546,-87.34348527489965,0.7472855339618721,0.9065873937464437
25,50,si,69.26154113634395,-26.394399440411824,-96.63839576630522,4.387735087671784,5.108285275578236
25,50,ta,58.517267232456696,-22.985004964112154,-81.87649958290521,3.2529427481246893,3.7552844985954326
100,1,ka,30.125670954835726,-11.621812170103906,-46.38936550363418,2.245778729796017,2.246351542036184
100,1,gu,37.77966263837912,-19.41160427251231,-50.00596764397754,3.50683636484976,3.5105037738120948
100,1,hi,37.713758959512106,-18.771174731660942,-53.90325004448481,2.11700911172092,2.117459127446883
100,1,si,35.531293164488474,-0.7108920782055524,-60.49900952958952,2.232224461108786,2.284545050544656
100,1,ta,29.362188829671478,-5.159425500177473,-47.14862030005339,2.8132387874559943,2.8160488628265345
100,10,ka,43.88793435910033,-16.810926218648394,-68.39698142917129,2.6563786975115016,2.6601285675402098
100,10,gu,53.302667664439674,-29.839280943163374,-68.21638854494452,4.19787690024847,4.198668415497197
100,10,hi,46.4457509749736,-16.218199332224398,-71.17046385797005,2.6990370386618228,2.70228830558438
100,10,si,46.8907179631477,1.2900232577105157,-83.00403385669011,3.7234569928246124,3.7858881898061685
100,10,ta,35.54287738857321,4.979194916469796,-63.75211012090505,3.2810477931321858,3.294493388821937
100,25,ka,47.76166765283532,-15.073494781089334,-77.11164984051057,2.659657948657908,2.662836102757159
100,25,gu,56.65995850730169,-29.205721962505383,-74.55935319209978,4.182307124182406,4.182424263659473
100,25,hi,48.39726661752852,-11.395562452289566,-78.46652141994518,2.5020013479976186,2.5042053549462326
100,25,si,50.78526921909312,3.068769603655299,-91.90964142358847,4.041276053312487,4.143261548298542
100,25,ta,38.39146593440318,7.516714877482163,-69.85576213891376,3.3588839311834446,3.3790110413163976
100,50,hi,56.30749813995957,-19.855481596877922,-80.99953437644555,7.270053689609713e-15,6.201607005740764
100,50,si,34.93700517433264,84.05907571481826,-129.827582225812,6.425240906500416e-15,13.440868582819261
100,50,ta,33.56078531440562,43.750198750292626,-85.92442313318509,5.546672453247935e-15,9.367745990377689
1,1,ka,24.235344693936167,-11.473425049370048,-40.697763173368564,0.6998150098355114,0.8150380796693911
1,1,gu,30.255114438557513,-9.74331960962349,-43.69840648042043,3.2233917686652664,3.9588128959855684
1,1,hi,36.62303974322381,-17.743064029054853,-55.291509630452545,1.889307333393608,2.3060957588011406
1,1,si,53.2063011161972,-31.30556498153342,-75.4059562134322,0.7857237209251295,0.8091328276016508
1,1,ta,41.173497974815795,-25.353005000964295,-58.33938240857119,1.9357383768668914,2.508768171989241
1,10,ka,40.549254592595204,-12.095592386844974,-70.9223293392489,2.7599780249295005,3.549185650015159
1,10,gu,42.18612674666924,-11.585240322282424,-59.245382864581075,4.496721296977458,5.421388923683707
1,10,hi,54.190563630150294,-26.768318833903113,-82.01886494249709,2.597580373958114,3.161271924741525
1,10,si,88.62882016974967,-62.22129368280945,-121.91473078252334,2.0110992743730867,2.354974151272566
1,10,ta,69.89297817648847,-51.537582699825535,-95.10472781471424,2.072198085172192,2.913611492058386
1,25,ka,44.83296057906075,-9.67903107388221,-79.96303105814157,3.033672338667293,3.862182812958662
1,25,gu,46.285860796845746,-10.562283409540056,-66.87240130459689,4.620377099133679,5.540699907947967
1,25,hi,57.797509083453185,-26.81968911710318,-88.108862800605,2.418243381390163,2.888655403140006
1,25,si,98.51759066160291,-69.1502407583923,-136.80487932209442,2.273223173336182,2.5474530212230295
1,25,ta,76.26383885423382,-54.45400283191544,-104.48958942176654,1.9008715200369948,2.648020288741814
1,50,hi,61.8339036985583,-22.219318159132758,-96.32451829555383,8.570083600037854e-12,8.731487338188014
1,50,si,106.78290632500072,-74.35531105156413,-144.05150463024543,1.1466334093198021e-14,21.631719914996474
1,50,ta,82.16639694728212,-53.64450344382919,-115.31493956661211,6.486338074120659e-15,17.056570061268143
10,1,ka,28.14023575155965,-7.827602503628893,-48.74941980582814,1.6801619093416134,2.112148516330016
10,1,gu,28.15845831027174,-3.973026392951355,-43.40908489706395,3.2225533158779727,3.9758625161280343
10,1,hi,33.17295304933926,-10.969272693215933,-53.65519030635872,1.6357863092599012,2.0133137581460963
10,1,si,50.2786005469314,-24.978871873326515,-77.0162279857822,0.8007448769714827,0.8719056564143731
10,1,ta,38.098622526735554,-19.04249833316648,-58.51686639996134,2.213890104783678,2.8458834176191354
10,10,ka,41.014658258645035,-10.283936754284047,-70.99557711072013,2.7110264400514694,3.4317604944012237
10,10,gu,42.4339739689257,-10.886701505398452,-60.510076242820325,4.579833263851847,5.550286443834763
10,10,hi,54.845774158667425,-27.809811165714013,-83.91554280248447,2.984819656708185,3.471957731645808
10,10,si,86.27205285215668,-59.29334029036623,-124.5124852762179,2.6760415199290124,2.9881887622821757
10,10,ta,67.59927495582447,-47.22891544120341,-96.43358440058738,2.591792673444473,3.4620577749061727
10,25,ka,46.51259354227126,-11.517743371689964,-80.91568288868059,2.926805419537105,3.6795643016609465
10,25,gu,45.679803310242214,-9.900340891779633,-66.19804015233248,4.668378607891061,5.650793356032698
10,25,hi,59.90329691797116,-29.462273815041456,-92.63234539946562,2.764947827164696,3.160980034751545
10,25,si,95.72262520657735,-66.3716796052593,-138.16629753549313,3.2409386886672444,3.4851140184865437
10,25,ta,74.56349568570354,-51.08315742482892,-106.43101537789379,2.237784263127339,2.9424567206266903
10,50,hi,66.03507689238309,-29.641566523547887,-99.27072991977015,1.835594243690923e-11,9.296539651258053
10,50,si,109.2641378606239,-80.53040680330865,-149.57075116732526,1.1722160702878004e-13,22.14185232956592
10,50,ta,83.69109559894869,-55.61496589040591,-117.57690828557179,7.674738709330906e-15,17.457068066852415
50,1,hi,30.459673244669716,-10.02742867737843,-49.91969941391619,2.3107849651560795e-13,3.059547876397723
50,1,si,50.026104823786696,-23.019333669557753,-79.41204087526857,3.594105914270484e-15,8.002192294488028
50,1,ta,32.995141022415204,-16.16551249359951,-51.84874508198666,3.7113469895708897e-13,5.219895370437572
50,10,hi,48.84118627412989,-25.261703355498128,-77.52523066455139,7.431033801933e-15,5.62482473500314
50,10,si,80.72875104580828,-52.48956528779132,-123.79337267867471,8.410382145587523e-15,13.41520466078693
50,10,ta,59.06237229570215,-40.48888550174312,-86.33242118845243,2.1122608933533461e-13,10.831659840489186
50,25,hi,57.567753101342056,-32.220563486480614,-90.78139313534396,2.170070433820948e-12,6.803162756829144
50,25,si,88.39769299934855,-56.46404642702643,-137.12192727444702,0.0,21.396112667750877
50,25,ta,66.72554984470925,-45.48595140380744,-97.25481914693759,9.507757704768124e-12,11.81976997352804
