train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,9.82783146064534,1.1566744551146818e-06,5.077575310378894e-06,8.782193545442626e-08,3.8977327817974983,1.8756596457799382e-05,2.9388131930888343e-07,14.71689096698078,14.847227314040389
bible,5.50610413328468,-0.0017517302889248146,0.00363159565350106,-0.0006247172975709647,2.207493939632781,1.967302408585065e-10,0.019237009705247103,12.275538585079795,12.235214167480517
