train set,c0,c1,c2,c3,rmse,kfold rmse
gov,9.202529163948821,-6.817466614785308e-10,3.9500501842027327,0.13111759703008694,14.828668124080373,14.804902149897721
bible,6.836586937801872,2.9860577838809783e-07,-1.396308057664188e-09,0.00020360846919937603,12.318455649707891,12.31882134741665
