train set,train set size,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,5.717003073537736,-8.064917844455136e-12,-1.1078643412752026e-06,8.660045910108497,9.012954873559094
gov,10,12.978272765506276,-3.957161116945871e-09,-0.0001347328364985194,14.409544062787061,14.554468607071803
gov,25,15.594316500560105,-3.416340889726197e-10,0.15967372196085453,15.68397550477076,15.915452267135642
gov,50,17.071507450817634,-4.507981232213963e-09,-4.864911379727567e-07,17.41159377278807,17.996560332407036
bible,1,3.6458342313328855,-2.1626663479542384e-09,0.025239101515067683,8.24630685550036,8.150727993068598
bible,10,7.905673129246676,-3.637319506602056e-09,1.4841535497445552e-05,12.631583782462297,12.49344461500493
bible,25,9.452198192421495,5.341770204546883e-06,-1.2890724907161222e-09,14.41293934726315,14.355575150936442
