c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
11.45898939838195,23.04130054801326,-11.948971273421762,-3.6637724550081887,5.210078442969688,2.292770977974809,4.007332060897229,1.1977366393569127,1.0691637764886872,-1.2427526328972553,2.1346125321525418,-1.7466185821755358,-1.271914614808651,-12.732402231723709,1.608765791535283,-0.24929467409727393,12.907958853806154,12.95266795091744
