language to,c0,c1,c2,rmse,loo rmse
ka,26.836463394449353,-49.84012995112369,0.0,9.291665732511031,9.29533691329436
gu,31.440581147897447,-52.20659278618811,0.0,8.963661001925358,8.967009577838214
hi,33.139498641258925,-61.22604609545919,0.0,9.519883677067288,9.521589749662462
si,41.60026498005163,-80.6577815731926,0.0,11.930575279198575,11.93419678149657
ta,32.016371489983115,-61.918786904234636,0.0,9.730889351371143,9.733913462061595
