train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,5.497278484720908,4.626712463297655,3.843204093964881,0.02271802649110783,-1.2037853471322651e-09,14.678593176909075,14.81079959749222
bible,4.760243548715031,2.2556472113780366,2.1218765304738778e-08,-6.6710498350739195e-06,-0.0006446210149032583,12.317518593313144,12.444238350894762
