train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,0.004173879870290857,-9.587500642586448,1.2689730508692458,1.8805704491920079,1.8839469614612014
gov,1,bible,4.125373604987095,35.113580322361166,2.1033724944728553,0.7125427888282383,0.7415719812464668
gov,1,gov,25.62325116789902,3.3307190136951883,0.5143634128370205,3.1032699305990508,3.135281765628919
gov,10,flores,0.01618082655202543,-9.030558103860873,1.3133137414684433,1.8168281744132593,1.8325297583970592
gov,10,bible,6.219860227294671e-06,-17.330350836395485,1.4166394804771751,0.8557098699572329,0.8562704987264541
gov,10,gov,29.336285921697527,1.7749136758393673,0.11435147281589095,3.414498047096385,3.425223023379484
gov,25,flores,0.034816159121435354,-8.240725468490922,1.3110776719315138,2.156767242001475,2.174144956070471
gov,25,bible,5.928196694065791e-05,-14.54707235496468,1.371014812991618,1.0428575710831631,1.0429220322288995
gov,25,gov,32.27416485201612,1.772480815606078,0.10094618901498446,4.107658623837516,4.123837076275285
gov,50,flores,0.10246910850913182,-6.750558560439147,-2.7092541013041522,5.617333549722722e-15,5.0242958677880805e-15
gov,50,bible,0.00040025808311612234,-11.927591662497923,1.3557443814585368,0.07552534859261953,0.07965904825854953
gov,50,gov,34.633644203694345,1.7590720844687675,0.07588937862617155,4.965303282919719,5.1254144497322836
bible,1,flores,3.0094573869628456,32.27935086465492,1.149164656886143,0.5144012170327822,0.5828057612445577
bible,1,bible,12.987553174941024,1.7829897369438361,-0.03711045293039396,2.7341724758112753,2.7471723211094963
bible,1,gov,1.4631218363785823,33.8719367667814,0.9105253028556886,0.38178331523420417,0.43336046837589626
bible,10,flores,0.0079786001693977,-7.867223770025181,1.326629105428236,0.7797625496855033,0.9492576346112761
bible,10,bible,19.285616502382613,1.7843421442946978,-0.1655174555876314,3.1390892277881184,3.139282617290976
bible,10,gov,0.0001392187752362981,-12.643287440765212,1.366660992237783,0.580213248033329,0.7835677518929777
bible,25,flores,0.02602515545303709,-6.320902579524819,1.3338961622689685,0.7001364561133823,0.7002600742283546
bible,25,bible,23.165990991051906,1.7798830926440439,-0.11206679140186535,3.4803942896489852,3.4804146791764543
bible,25,gov,0.0003812565675170618,-11.306761272012611,1.336133629698768,0.645698527807346,0.6462269847189349
