train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,1.225859518119082,2.844444163948834,-8.60407733618222,1.632888901387846,1.8106034801189366
gov,1,bible,-0.5889916896849655,2.6434245164519172,-6.099538822626738,0.5050646682733798,0.5863855407622127
gov,1,gov,17.609043993979483,10.70203775481646,-19.853197667690296,3.227613410922444,3.227694067744565
gov,10,flores,6.528751530877819,2.071061112327458,-8.21426438849362,2.504363535263439,2.9787859460937645
gov,10,bible,-0.6225976546526086,1.8102828941784916,-6.068719753631917,0.8116868275311709,0.9765169675402103
gov,10,gov,33.02499999167962,-37.923229946862065,126.6115996664899,1.4371847665856605,1.531520684290731
gov,25,flores,8.623487822320044,2.4671441211567964,-9.12000660456669,2.840703560704758,3.346510409715385
gov,25,bible,-0.2664324682922264,2.2969554592112504,-7.094130598671243,0.8522620995137156,1.0071336919987919
gov,25,gov,36.47499999999429,-52.9759773871699,179.54051572578337,1.4620191517282835,1.54983870753356
gov,50,flores,7.060586379754941,-1.2752455015869812,-2.115895094086372,0.0,0.3169906971987732
gov,50,bible,-0.807806892014081,-0.41679540335255216,-1.8788154297830657,8.66068844866068e-15,0.03803139903489436
gov,50,gov,38.744648013627135,-12.724722416573762,35.84043385035569,1.6733376307671144,19.34280755918683
bible,1,flores,-0.23516895402639834,1.543242260856505,-3.8998187908976747,0.39321837629249884,0.45170656303623785
bible,1,bible,15.8750000053262,-36.69637199485232,123.90698011074694,2.0281765395948477,2.0321307980871905
bible,1,gov,-0.7980559729948067,0.7186321625328075,-2.4049686632699436,0.29321030406317306,0.3566732707203067
bible,10,flores,0.7980448339715006,2.3808041376133535,-5.730547374038337,0.5783007277453821,0.6748935012077377
bible,10,bible,25.999999999709267,-44.331677981006884,149.70304238308165,1.4296852805038631,1.454647738665411
bible,10,gov,-0.43267224586297287,1.3864640911231196,-4.198272778422513,0.48375642220202675,0.5817368083804711
bible,25,flores,1.0720021301103455,2.509122481139936,-6.0800406024452265,0.5499281748255876,0.6440211958552284
bible,25,bible,30.07499999082748,-37.90557438309394,126.66629747978615,1.6178689821467176,1.6653995215015824
bible,25,gov,-0.1293666508655572,2.0003181138399637,-5.20926322103114,0.5595005188114717,0.6625980385226767
