c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.556610418656799,-8.36812340946745e-09,-0.6756944068977903,-0.44261627855840785,3.2914089883907384e-06,-1.2251638178220363,13.785743354112958,13.780890971141813
