train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,12.761867935412486,-10.442845366673,-8.841502169410111,-4.936288911557629,8.0888391901709,8.102821469107903
10,17.03908209310304,-6.656954982403724,-6.705531801553884,-3.8945633448483887,13.54263996502374,13.569540801340201
25,19.44131223578858,-7.562464016930282,-7.626576801717852,-4.430427800412752,15.164695384806999,15.195790685649257
50,16.446781365283105,6.578709650190304,2.631459785027014,1.0525882840853233,17.231882595287804,17.36560878965864
