c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
10.078589708629933,5.4679729604293205e-06,-3.0668530423347414e-05,0.0057646143073263574,-6.35233827919431e-09,3.5531907739322902e-06,-7.841030777796737e-06,13.935183671984268,13.94990877144468
