c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
3.657923615072151,4.048884921571563e-09,0.010404402217254107,-0.008132737373274601,-0.006112696779871388,-0.015205963833299379,0.0061926395860639125,1.0152183511237838,0.0033638205184391996,2.9929510578004668,2.4115478311339182,14.13759166992181,13.974660844846468
