c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.2027445851806386,0.0003791448818878523,-7.25638496582222e-10,6.333111320327268e-07,2.761426901603967,2.3642393481651838,2.0067733761559374,8.216715683899115e-05,-2.226508101931871e-06,8.486254736737753e-05,14.109663944645613,14.065442204537176
