train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,1.241995617836353,-5.543063034558789e-08,-1.6829734838309747,8.19985881897982,8.270493638865794
gov,10,2.7494772453804908,-6.078168889728667e-09,-1.5471472087090372,14.111383900502906,14.260259244103205
gov,25,3.362266582482596,-5.936579396220159e-09,-1.4836210828748002,15.473218517584757,15.639149794037445
gov,50,1.1611324707322208,-2.7393954439407627e-09,-3.0067542971406054,17.232537252959652,17.46263645426881
bible,1,1.539410541646586,-5.97919901185081e-08,-0.972046329626916,7.864026975906377,7.8393470277065695
bible,10,2.146013315252425,-1.7056699947175274e-07,-1.2796990072542012,12.463513206288955,12.437249530148359
bible,25,2.2657682359374043,-7.284099329872639e-09,-1.381237167909897,14.311851907264588,14.281934553546726
