language to,c0,c1,rmse,kfold rmse
ka,5.234534711820352,0.30942782270912594,10.769888533871887,10.803358786542281
gu,8.889156740354965,0.19442436787016493,11.440307046786444,11.512350833470121
hi,8.057644168797857,0.21823491479149337,12.090440788212693,12.134250474304938
si,8.248241259794897,0.2339362525879582,16.415140728380063,16.535944354787528
ta,6.645227826387362,0.2426988338367916,13.36971238423723,13.46806191007359
