train set,c0,c1,c2,rmse,kfold rmse
gov,4.090179598782597,-2.0520032349373607,-7.88460295305105e-09,14.890574317319983,14.941196761934345
bible,2.684152463955129,-1.9277737353134667,-1.505270240088775e-08,12.220072575491082,12.212135539827589
