train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.722419997743301,8.461473257338025e-11,2.190445138618695e-07,3.57417696871259e-08,8.498765927679823,8.729315049364011
10,10.292282082262162,-2.9217950233942295e-09,0.14671652782930655,-6.235604139490002e-05,13.862607213512748,13.71277929706121
25,10.671645737292017,-2.5123131491046487e-09,2.9139994655661283,-0.03698760110925601,15.38456108775942,15.308366457759902
50,13.474401303382736,-2.4372844567818077e-10,3.9854079781416742,-0.28448702597315206,17.553646276704892,17.77125949173287
