language to,c0,c1,c2,rmse,kfold rmse
ka,-12.168540683104789,2.1784615036652855,-15.113702982212551,4.422081259486217,4.4782594292976174
gu,-8.259049257759715,1.756230924367389,-15.538053074837155,5.911634661144342,6.002927289812559
hi,-12.239150759433171,1.9483394338453093,-17.919977664103293,4.109660353508493,4.1634655119332775
si,-15.778343495534386,1.466156604399209,-23.43789425000238,2.7023421723819685,2.726499630062414
ta,-12.236220110892312,1.5887199323392263,-17.273620118562448,3.3999728029467207,3.457607427386099
