c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
8.283121744865799,26.440897604088992,-50.20755714042424,32.55445488830755,-1.4955359225062388,2.567900752017521,0.3372194497102599,-0.3939643165403791,0.8740763186233945,-1.119486912212197,-1.3097764255349371,-0.9230559280768703,-2.616220594436926,-2.2638497419781025,3.7404604319905035,0.8915320374755672,-0.7280775026560148,1.880129411444608,-3.8888732767221827,-9.075880703376622,-7.69486393331747,-6.381556952189606,-3.5446781883267757,6.482065052702888,6.693805815372632
