c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
25.078676963328977,0.3384655696723797,-0.0032836189795917587,-68.40344906251482,10.819401514383562,4.377754966410782,9.074935583574241,2.9133004709857775,1.6744887612534904,-3.402073991092133,7.289799841150882,-0.6501030764366956,3.8390896511959696,-15.27663625567962,4.070181014663203,-0.1602832988059507,4.480559441351594,4.5207700336614
