model,pareto,rawlsian,gov,bible
linear,False,False,14.029736559824205,11.824473858498038
poly2,False,False,13.838084330881165,11.798973338834845
poly3,False,False,13.864266012587636,11.799118467802783
exp,False,False,14.084446510245646,11.837056938716984
log,True,False,13.77979119555847,11.787533504659368
power,False,False,13.809170698638038,11.78879986922458
hmult,False,False,13.920377241507788,11.801411551831883
scaling,True,True,13.772215041552489,11.789672668869091
