c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
10.08817317340832,0.04268904461447005,-0.003158978516083906,0.02217747903964419,0.0068929592921498535,-4.2368656606225016e-10,-9.195646494564863e-07,13.9277441112208,13.952190012173922
