train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,80.63443741806348,-486.33404274183596,999.9999999986823,-664.7427128758759,2.116511910920774,2.186897086692625
gov,1,bible,69.98460380085386,-462.17729223504574,999.9999999999943,-702.7864720815223,0.6566635168987119,0.6897644721971685
gov,1,gov,22.007009312778408,-238.32453260746303,985.1969813183883,-999.9999999999999,2.7817936034943274,2.7991224963506993
gov,10,flores,126.14185711283946,-614.9938456810113,999.9995853523748,-478.22373231853805,3.0767539910649537,3.2359529966997305
gov,10,bible,83.16858348706423,-502.7061499641476,999.9999999999675,-643.1628474597668,1.0851473442170012,1.1365576195680294
gov,10,gov,-64.34568335493331,240.8843069489582,450.7844656122174,-999.9999920831041,0.9598114665636264,0.9617696943113907
gov,25,flores,133.63766536689138,-633.0636690294378,999.9997813698214,-448.97019911204893,3.5134413108604896,3.6968851205701174
gov,25,bible,85.24322633033842,-509.1033733041786,999.9999999999992,-631.1245650744219,1.2076199047964118,1.262953662988214
gov,25,gov,-98.00457052971235,412.1673612084884,264.64714665185215,-999.9999881041197,0.8743090674009526,0.8748190092415061
gov,50,flores,90.96192547572473,-270.4345219259476,97.84948727623045,231.00102568305832,6.063945607333735e-14,7.789009095141518e-14
gov,50,bible,24.964733601699972,-82.20368388128612,32.36512556318389,70.22817585396675,2.737549743767154e-15,3.4698544232425874e-11
gov,50,gov,-130.98833379602266,656.2909196867665,-284.81121107909485,-594.4189919570853,3.0698954837323625e-14,1.5365673536522458e-11
bible,1,flores,67.32274932167257,-451.38161929522767,999.9999999999999,-720.0624871217823,0.47547163856681823,0.5535076222547872
bible,1,bible,-4.835024615175225,-103.58278709219834,816.2319965132161,-999.9999999999995,2.0237929600978455,2.0237991570903255
bible,1,gov,66.43846972302788,-449.16224182248135,999.9999999999999,-725.9255584280096,0.3448661574472333,0.405067982921484
bible,10,flores,72.10507654104214,-464.657959198976,999.9999322866959,-697.0424209596725,0.7506887406635726,0.9125550133581203
bible,10,bible,-41.30861193643114,118.08566894027095,568.0722451758154,-999.9999999999999,1.6080900457588378,1.6683034833428922
bible,10,gov,71.38637625754421,-464.68493332658056,999.9999999918483,-699.754435288337,0.617657538238846,0.7365169967353067
bible,25,flores,73.55345863147254,-468.2465452449325,999.9999999999989,-693.6392935464853,0.7094695931660867,0.7464792479715835
bible,25,bible,-39.1112752036539,126.70992961623776,559.4773576310197,-999.9999999997596,1.8934732046439882,1.9174577580614596
bible,25,gov,71.04565867409235,-463.0611501705876,999.9999999999881,-702.8308673529635,0.6954788180126635,0.7299608474812069
