train set,c0,c1,c2,rmse,kfold rmse
gov,2.7494477515965623,-5.778815858347914e-09,-1.4893929376378676,14.551840099676346,14.600547122846402
bible,1.978130161103874,-5.66064012389552e-09,-1.2662584050052927,12.087039994944138,12.077611116182378
