language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,-3.1120016607036773,36.85745089306544,-31.24764877541476,-26.706722308443908,-1.4042168994656334,6.096096016162453,6.197062256107989
gu,1.8612570998602413,28.81509687753391,-22.484039772044877,-19.470046601066624,-1.3603874394849897,8.188308438611791,8.323772818860771
hi,-0.3568945221973266,29.44196975184557,-60.00398308645816,42.13042942392088,-1.4770767703248153,6.506216449027591,6.732778734813872
si,-0.3725351589359104,2.8150970960325887,0.524416241247471,-0.843054646534815,-1.6627376348673069,2.9988846335243204,3.0684851246828204
ta,-1.800122812405196,11.586654431906268,-22.769411354428,17.567964922404634,-1.4951322834501317,3.7787081870892796,3.9000343790317835
