c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
2.1216315034704887,0.45433193369128383,-0.004535153505681418,-3.6667726976110915,5.369692630508626,-0.6948343797671356,-3.710448857575043,5.986030657169191,-10.259375293495705,-5.5650712616819416,12.920992572004307,12.969678559859991
