c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
1.0396596620580982,1.0066208677828175,-0.03750858712591462,0.0004521890890728845,-3.287961506933154,0.6216198847189937,0.3718859884984512,0.22258395886216814,0.5004922335543668,0.24110812786605895,0.11623527277362662,0.47250691240308573,0.22091425873998918,0.1062895928701707,0.7452106532829295,0.5425225034442965,0.40029790972585644,0.8618846624738816,0.7018884705732399,0.5578895641791003,0.3540659795499931,0.12308684016914215,0.043672584818995545,12.94038902494497,12.97909211120753
