train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,4.714120870450531,-1.9368390496132834e-09,2.980129419264673e-05,2.2730088526382982e-05,8.501209015903298,8.453272023563
10,10.805098163292847,0.0005982981167719657,8.36141767400293e-06,-3.4219694976334407e-10,13.781798655322932,13.713918808373277
25,12.533860162977797,-1.8356350055948834e-11,-0.010028625569202013,0.12541660194247378,15.406788369327368,15.34408376038262
50,17.11021043954962,3.7469283092117276e-11,-9.431982032945346e-06,-0.07060189492010005,17.40725698489013,17.985599688712536
