train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,4.638035203274444,-0.004899292312475028,-9.517939215748573e-09,-0.24608332961474172,2.2135490459933016,2.279546204893014
gov,1,bible,0.7865859913980081,-2.241657917269993e-09,-0.04931103915945866,-0.00492933651418991,0.7941570050608677,0.8185850614727904
gov,1,gov,8.006392497924006,11.013339310097013,7.692702524200081,1.3972150672230305e-08,3.3945763638836715,3.626696679445678
gov,10,flores,16.691720067355497,-9.484303997386353e-09,-6.05050698683304,-6.414459871438307,2.9317005386204995,3.045985000095971
gov,10,bible,2.0076396865104855,0.0021692412768232095,-0.016943512012072455,-9.297219157799433e-09,1.256210565839934,1.282781376692561
gov,10,gov,19.57422584040485,4.0408525167163744e-10,26.68236192340719,8.324602868178411,1.5882867066967108,2.004469211220972
gov,25,flores,19.560443172997246,-8.899756873136126e-09,0.00028142238647843425,-16.520063428833392,3.2911125985418934,3.442924754840307
gov,25,bible,2.6514261191374118,0.00020018672790716926,-5.986222494701613e-09,-0.6362981400485015,1.39101988976813,1.4359586726584184
gov,25,gov,22.35921375664445,2.6733284210094535e-09,18.35397189421143,23.547268457067705,1.7621669951187988,2.3475450137731904
gov,50,flores,22.60388374191441,-5.826143221630066e-09,-8.721534989577998,-12.169727310311206,1.9014177332251558,3.3398912975271315
gov,50,bible,2.7244935493126397,-1.4243086923850633e-07,-4.807125822667176e-07,-1.7567537372939726,0.700576939194581,0.8672307023374239
gov,50,gov,24.197486667518387,-2.6645391184157793e-10,19.132353031351336,25.35295269152517,1.5856397477878583,3.531974920585977
bible,1,flores,1.0700983604723575,1.0928369691580696e-06,-1.0711892773337774e-08,-2.945357253350236e-09,0.55144367070293,0.5680393772114218
bible,1,bible,11.232625374368212,-4.315981407451393e-10,5.270242758550171,10.134903778483052,2.5798867456428445,2.951213650470765
bible,1,gov,0.5857715097988716,-5.800068838651232e-06,-2.896857861704265e-09,-1.1307118800629033e-05,0.3864467521008799,0.3968894306890955
bible,10,flores,2.2300260290132314,6.428542448319716e-09,-1.2289200342104624e-08,-2.093137530614947e-08,0.8246801787483519,0.8476400244269169
bible,10,bible,19.951727541077567,1.8595667281648897e-08,0.00024765176586451985,23.654151426583482,2.5538538671354294,3.069182062048815
bible,10,gov,1.2524088212421016,-5.956880293662528e-09,-8.292916776692846e-05,0.00017151711084397025,0.6828384070816825,0.7063183504682581
bible,25,flores,2.5699635971034556,1.506432167675223e-07,-5.818066859672383e-06,-7.490614339130713e-07,0.8509427651856831,0.8786229943824019
bible,25,bible,21.782165560694033,-3.992785588087998e-10,8.08307696093767,19.011957568882046,2.7069713788692975,3.259048320312089
bible,25,gov,1.4300624700970568,2.345663903361458e-07,-1.3265639005533065e-06,-3.4556712473205e-06,0.7950431898626501,0.8188640822740414
