train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
gov,1,flores,34.37615382596022,-16.53708838484847,4.579963307541301,2.4766942667170855,6.30190923107862,-13.404707181865867,-1.457428386393366,12.103291215789362,-25.415544797961264,-15.641830556864274,10.865565849705352,3.6978492191639734e-09,5.9241566035409874e-09
gov,1,bible,6.8955534721963705,3.972770778903991,3.877615365256194,3.1764500014470363,-2.510701489068786,3.867610790213819,-7.145750298113375,1.942964607514712,-3.6775315852247483,-26.253203070551763,15.845247556048836,9.112335000966286e-10,4.1843966964930694e-10
gov,1,gov,2.066254770023224,26.752395293361253,6.759540031538355,62.18870511994217,-30.807340199533048,-21.810177445073474,9.390637778474208,31.521182313315187,-56.75485866068394,21.453392332249194,28.259008329378627,2.800245548412525e-09,2.6988910839081044e-10
gov,10,flores,31.66541017412876,18.82139720846638,0.9456679049685465,5.7992183920661935,-23.240369174102018,8.587878394872192,-25.849985277701297,12.43386595199023,-14.854984104717783,-19.011852722195457,-81.63988028602168,3.084295186125771e-10,1.4610822820249029e-09
gov,10,bible,-2.527993513740867,50.224653411636616,11.641885863666724,-2.467246794612208,-2.5858405692328392,-2.2247258118826467,-12.52728587933078,-2.268005263518669,-3.6541791778603696,-6.931853054566816,-37.20324889216515,1.158334632232695e-09,3.2776796306561714e-09
gov,10,gov,7.571964401747956,-22.728465195813133,9.68107279720377,-30.255140701500213,36.76956530003426,107.2103097060401,-40.29643152223291,-4.5169621147465575,-21.190027117627846,14.688061408610286,34.56387740921452,8.108878103672866e-12,4.461071295223149e-09
gov,25,flores,36.492436216459815,13.83408948228926,62.547022739694405,-1.5897549688077768,-22.321017132474466,7.50989225544538,-31.271383217853426,15.22878710195723,-16.090663929816486,-42.72967358866463,-85.27822285913015,2.2438905451877052e-11,8.072675019735738e-10
gov,25,bible,9.558439100957212,-42.037833014386855,9.902116711431521,1.778267904433103,3.1037582655911224,55.42968240475017,-46.55722319033195,1.4966504529401066,-8.983147691540413,10.435798630568048,-26.616244878827786,3.688080103671995e-10,1.6237110750157999e-09
gov,25,gov,11.128032623611277,-6.1806632819837475,47.61304178728237,-12.472819429272228,7.889161128401871,39.16479841597976,12.609828953136526,5.202631034787646,-24.301841540844126,22.871710840747234,-9.189832494413334,6.309537895990636e-10,9.062226157368077e-09
gov,50,flores,9.072630798077023,4.793229887349314,8.300372876081715,-4.296065439997551,-24.3575106762331,7.218843762450458,-26.522497398094238,6.105172730203941,2.6962857170712593,13.136943768299885,14.041003786420228,2.4388995860548377e-09,4.1506102170683983e-13
gov,50,bible,2.7440118551670594,1.6589833076062575,0.3443406118666994,-1.980277257348809,-4.335972111491873,-1.9086639610674891,-4.751910078757461,1.6254128920497677,1.4721451012704574,2.2123972764619366,1.4637551281822974,1.8358425261975347e-09,5.761588247731248e-10
gov,50,gov,2.7641719768107964,-0.8116973131818254,4.949193052533776,-4.743416421805174,-16.70755459966484,25.722382327447434,34.51912541033837,10.760362401650005,-5.6613657630962395,6.0142498174649015,13.318938355459487,4.6855086149861075e-09,1.8980158921816137e-09
bible,1,flores,5.281106815622837,-16.08931475405401,-1.781444631298324,2.5327348478289835,1.8519030107849324,18.64728733072777,-15.238678788128128,1.076144446461797,-5.429788779425007,1.0723581181090656,2.2598195435456443,4.4620556027518166e-10,0.29092513697947514
bible,1,bible,2.3857966361163343,63.80375820543326,-3.9474867291968843,4.020566372820888,6.28884584506306,-0.7489828188931231,2.6789271854586265,-13.95083244304638,-28.479702530409593,49.175411468115286,3.3542076920996458,5.066544021079656e-09,0.1605553196276587
bible,1,gov,16.86030120750871,-10.31158631719866,-3.010597543833634,0.13490345792102817,2.432957583654673,-32.644359254056056,22.5612355238307,8.382858612320542,-6.496955164360273,-7.614050635128418,9.170658449050439,5.600271208548708e-09,0.2926541869665092
bible,10,flores,9.292729345066215,5.153448579901923,-9.931675259505477,3.600638394865485,-2.940149533393347,3.212661258057439,-5.257561622152069,2.888779817527439,-4.282246264217868,-22.38087519198261,11.490982517294624,1.5506129042308678e-13,0.26373924165915025
bible,10,bible,5.197304167754157,-2.6234213108002638,23.65296482165205,14.94214348068055,-14.176350272459572,31.533187132501983,-3.090917386683696,-7.4611026126663855,-25.683642077112623,66.26879851590564,-6.463842137599313,4.5164747310630206e-09,2.622651976052503
bible,10,gov,3.7461667840355863,8.92394967962292,-6.154637432124276,10.022992269850178,-9.494041917855489,1.5092717764640586,-6.047185522933679,0.5963843670068987,-4.2234355465492746,-6.476641462438332,-2.5521989048069327,1.8131833279424067e-10,0.5224262019811277
bible,25,flores,1.9214530762601272,7.387640699031571,-22.220345385019108,5.304967084549065,-3.8032895583811843,27.222455431074764,-22.30653801559765,-0.7366698132099629,-2.4199495159966613,-11.999464575245948,0.2933364000818133,2.2342130113085963e-09,2.2943589114516415e-10
bible,25,bible,53.96857268999979,70.8987742498917,103.15362777245065,-15.734411552991217,7.855347067595928,-158.0435167966887,121.63678126166245,-24.527597919074896,-11.4027837987837,17.448157518898558,13.764111459227568,3.269468249590494e-09,1.2904439247676628e-10
bible,25,gov,11.452028579130006,3.3810824061897544,5.229052644542617,9.39933416884121,-10.077465943236103,0.03390675282292087,-4.950015789024707,-5.173254198869707,-0.21316716135949035,-25.24973157987634,13.809345907423378,8.425733849375494e-11,2.6336030550802923e-10
