language to,c0,"c1,1","c1,2","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,4.19747932248284,50.565149301311905,-63.65700411305182,227.69284408595576,-1054.6844686978377,1123.3089290871783,3.5821573460803906,3.7017383649320017
gu,-11.150783700425317,38.57474673876962,-45.14560365893338,463.7902514533434,-1749.67741406766,1712.5663158148125,2.7002843022636718,2.7984888221976205
hi,10.74541980189308,19.83381358107269,-11.779856230638302,233.5428539114256,-1064.3707342511307,1092.742782336295,2.7127885244313155,2.7998757891068555
si,81.21037644514463,7.128491527695824,-1.0909690671910992,-504.4952963583065,1121.358851093661,-856.1569457661434,2.32342629419575,2.372751174509241
ta,45.592991658596326,11.259768873964047,-3.3674727766077353,-206.71393281914416,330.9818349327767,-201.94481196512768,3.355165586156801,3.4874205597866874
