,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-3.897532273383151,-2.67865644851495,0.8770491803278693,0.4950253460597017,6.32103878209092e-11
1,poly2,,-3.897532273383135,-2.6786564485149342,0.8770491803278688,0.4950253427885548,7.332997631278842e-07
2,poly3,,-3.8975322733831224,-2.678656448514922,0.8770491803278685,0.4950253493091778,5.163842167902384e-07
3,exp,,-1.0375604431520933,0.18131538171610728,0.7821560890764474,0.09158301488085643,0.29750640349952107
4,log,,-3.8975322733831366,-2.678656448514936,0.8770491803278688,0.49502534604899645,5.4096689544596215e-09
5,power,,-3.8975322733831144,-2.678656448514914,0.8770491803278684,0.49502541889744045,3.742027790606338e-06
6,mult,,-10.376371308707508,-9.157495483839307,0.9663498797954074,0.1664176948150335,0.37183145328041933
7,hybrid_mult,,-4.643548904097946,-3.4246730792297453,0.8940909073956542,0.6295490889925478,0.2889296456679529
8,am,,-0.866853249225187,0.35202257564301354,0.7745901636501227,0.239475070941562,0.0004219134921205264
9,gm,,-1.5037748789722274,-0.2848990541040268,0.8015502510382582,0.3853730018113837,0.12721936445092935
10,hm,,-0.5416581188439542,0.6772177060242464,0.759442471120987,0.9346121024600754,0.8002472148126452
