,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-2.356025475110526,-1.1371496502423253,0.9610864040660735,0.4950253460597219,9.532233062517582e-11
1,poly2,,-2.3560254751105356,-1.137149650242335,0.9610864040660736,0.4950253281978699,2.618211097454504e-06
2,poly3,,-2.356025475110317,-1.1371496502421166,0.9610864040660718,0.4950252208701916,7.04070467660495e-07
3,exp,,1.1237219689667013,2.342597793834902,0.9219544064784191,0.019448335569537883,0.1297966440310674
4,log,,-2.3560254751105347,-1.1371496502423342,0.9610864040660736,0.4950253108675494,1.8689193068296315e-06
5,power,,-2.3560254751105543,-1.1371496502423537,0.9610864040660737,0.4950253493931948,4.901993571103009e-07
6,mult,,-6.66756277635676,-5.448686951488559,0.9835711943004252,0.6814795394271286,0.8010969134151738
7,hybrid_mult,,-3.1808656366742083,-1.9619898118060077,0.967004352226513,0.5958024625417838,0.26959097921494635
8,am,,8.416665505417647,9.635541330285848,0.6644127790884836,0.007910028195951622,0.1123607587854593
9,gm,,4.850337894746675,6.069213719614876,0.8355483882561323,0.40073851971199664,0.10341359292592502
10,hm,,1.5521556663895608,2.7710314912577614,0.9149720583531005,0.5148059585908105,0.2367224865821787
