,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,4.575446330489022,5.794322155357222,0.9379118094272666,0.49502539748117075,6.0578578015736986e-06
1,poly2,,4.575446330488895,5.794322155357095,0.9379118094272682,0.49502530849788623,1.0288571923603102e-06
2,poly3,,4.575446330488928,5.794322155357129,0.9379118094272678,0.49502531925362003,2.318343339599168e-06
3,exp,,10.870848967201177,12.089724792069378,0.7813141269942088,0.01158765071791357,0.07530846470076759
4,log,,4.575446330488901,5.794322155357101,0.9379118094272682,0.49502534605971577,1.9871330406840206e-11
5,power,,4.5754463304889015,5.7943221553571025,0.9379118094272682,0.49502535278507476,6.535781007411752e-07
6,mult,,-4.043379134953135,-2.824503310084934,0.98892388808147,0.17957133916215803,0.44725470975504245
7,hybrid_mult,,3.244991914133962,4.463867739002163,0.9524175060385275,0.6126169374778615,0.38546081736754667
8,am,,10.828837995517297,12.047713820385498,0.7831438705031357,0.7464276246077339,0.4989413495959496
9,gm,,6.170670307546069,7.389546132414269,0.9145782631424011,0.7372087184193872,0.5851932197967402
10,hm,,6.143953340603528,7.362829165471728,0.9150334877810736,0.5076677216220531,0.6952468324055112
