c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
46.53347033227087,0.04014446022574714,-105.48453665872205,56.44571647014514,11.349606048711987,0.3422667004059876,-0.4617329675195651,0.9926994896100324,-26.863494484358508,3.6905591224954817,4.301159309924008,4.334909514383308
