c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
38.23659987505837,0.048525433937589714,-92.26751394491595,8.416320952332875,49.52814337793503,6.134472125190504,3.891523525048295,4.8430189334334335,2.4830910739513814,1.7664662356449243,-0.3172794382265436,3.161930139343399,0.9713796643782552,-2.936825643251553,-14.148987878522966,6.474259390408352,3.389614475485449,4.270938313826588,4.297361758282504
