c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
35.033106135160644,0.052271075045590545,-105.37834041376135,56.27537785883758,8.459268655946246,4.209342193789813,7.264630215508153,3.075072723291526,2.0885285443986974,-1.398990061929636,4.285444335690677,-0.8057428438989557,-0.15847419007196076,-15.59259811046437,7.258028459811235,3.042296686582334,4.2999253255524685,4.336091649952573
