c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.28612347786625,35.97833039433863,-65.28741787932144,39.18719596971592,-106.08428522007954,57.37085729172185,9.208275815206772,-13.487418590075864,0.7096783713786784,4.743099352245126,-26.46289413815179,4.796295453464972,4.273927734376938,4.3455859453345935
