c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
5.365476729679868,1.4617501886754698,-0.061554105197283625,0.0007775486822794861,-38.10198466102492,-25.05106989407821,-13.914205153361406,-14.552139769894241,3.71874321375414,2.4637759145081968,8.109576221193088,-4.0802650363079795,-2.0931910329597705,6.21820479410165,10.545007517163697
