,models,Normality p-value,AIC of centered model,BIC of centered model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,5.254650004602629,6.027238726842411,-1.6273250023013146,0.4318384668276044,0.0,0.7314900953842052
1,poly2,,5.337644755899774,6.1102334781395555,-1.6688223779498872,0.4199267112320496,0.0,0.7165376269722825
2,poly3,,4.241113399561481,5.013702121801263,-1.1205566997807408,0.5590102571124846,0.0,0.41952758550167546
3,exp,,13.858038869370844,14.630627591610626,-5.929019434685422,-3.881720430107527,3.4666738998970276e-31,0.5118101365577897
4,log,,13.858038869370844,14.630627591610626,-5.929019434685422,-3.881720430107527,3.4666738998970276e-31,0.5118101365577897
5,power,,13.858038869370844,14.630627591610626,-5.929019434685422,-3.881720430107527,3.4666738998970276e-31,0.5118101365577897
6,mult,,13.858038869370844,14.630627591610626,-5.929019434685422,-3.881720430107527,3.4666738998970276e-31,0.5118101365577897
7,hybrid_mult,,7.55882920628547,8.331417928525251,-2.779414603142735,-0.010752688172043223,0.0,0.5118101365577897
8,scaling,,13.858038869370844,14.630627591610626,-5.929019434685422,-3.881720430107527,3.4666738998970276e-31,0.5118101365577897
