,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,1.780658063931336,1.9778826412675556,0.6173469387755101,0.0,
1,poly2,,-197.30805698519478,-197.11083240785857,1.0,0.0,
2,poly3,,-109.19685522827477,-108.99963065093856,1.0,0.0,
3,exp,,2.177935063601446,2.3751596409376656,0.5631655021769696,0.0,
4,log,,-3.056159035252188,-2.8589344579159683,0.9236860031139148,0.0,
5,power,,-1.7992309960461217,-1.6020064187099021,0.883971902690443,0.0,
6,mult,,-1.7992309960461217,-1.6020064187099021,0.883971902690443,0.0,
7,hybrid_mult,,-1.736340265400508,-1.5391156880642884,0.8815138641310543,0.0,
8,am,,1.780658063931336,1.9778826412675556,0.6173469387755101,0.0,
9,gm,,1.7806580639313339,1.9778826412675534,0.6173469387755104,0.0,
10,hm,,1.780658063931336,1.9778826412675556,0.6173469387755101,0.0,
