train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,8.385179432870206,1.1025944534838459e-05,3.286788604066244e-07,-1.4655156007762746e-09,-9.242010014911807e-05,5.778892265377244,5.911247765915745
gov,bible,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,22.400536394589338,-5.108502151362857e-09,-0.15597278216042168,9.847798467378725,1.1123542723171278,10.012372539279246,10.045995943694141
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.233139288818077,-0.00016730958504310574,-6.208341182221977e-05,0.32724699078888836,-4.6882048076061915e-09,7.721667286932461,7.5359319366724895
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
