train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,2.522589209764184,0.3042880086075025,1.1013280521227694e-09,0.6021062584078558,0.37676241507862507,-7.283413912400344,0.0002646424131163507,14.380526448936303,14.422925656461327
bible,1.640445064527689,0.1527774997773796,-0.0019225451991535707,0.009915620228124138,0.22354982119161884,-0.11503727375462988,6.077214291674283e-07,12.015459085895928,12.013801380562658
