train set 1 size,train set 2 size,language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
25,1,ka,0.030549498556052768,-2.219218627650564,13.669992646160164,-27.105236701096167,252.32307401387573,-998.5222987524897,999.9999999999999,0.6070535288811504,0.6715128917849561
25,1,gu,5.592508048029252,-62.532656705123394,134.07123951052094,-91.78077193705346,291.56451822589247,-999.9999999999999,884.8278925788927,1.324520610405854,1.4428792302468634
25,1,hi,7.76576689166602,-48.32041907877024,146.45780534978834,-153.65729132407762,258.7566988309163,-999.9999999999999,963.404952891287,0.3852745721576219,0.3899552928804795
25,1,si,6.802515995631943,-30.020643716204543,111.64932274276724,-127.03865166328812,266.5180111269889,-999.9999999999977,912.384072914343,0.6391453385469167,0.6507688108595807
25,1,ta,-1.5300473089950988,23.77729512359654,-86.6160255024464,76.58710263178396,276.3446590079156,-999.9999999999976,909.9102869274726,0.5888833774192842,0.7157015154567186
25,10,ka,23.011415732225174,-71.84972220238042,192.82141156302643,-168.39975831553087,218.97150733030813,-988.9570789971543,999.9999999999999,1.4593387990634485,1.5274271417709162
25,10,gu,26.855148134072746,-86.24093719912098,151.18532652329657,-85.09715541689047,258.19277428880423,-999.9999999999999,911.8581506939805,2.194416035498571,2.3844943924539566
25,10,hi,41.23728063964394,-245.27996794634822,715.779217350912,-651.1337012795312,226.55157931255252,-999.9999999999999,987.664678196735,1.198179949151716,1.4366753572270339
25,10,si,45.289291984680624,-82.98392799139782,236.83281409710762,-239.56441249177627,153.42655689273568,-937.3598688045956,999.9999999999376,2.1838190890045235,2.4141065239470447
25,10,ta,24.03526590529096,18.972505548994246,-115.260958024213,114.45586964239187,206.22496911760445,-989.1987416818814,999.9999999999999,2.055583688995437,2.436817583474937
25,25,ka,28.330730187493057,-76.06783077827718,202.98200351436682,-172.39950663674668,206.94188522520665,-984.8240858691123,999.9999999999999,1.381441906284211,1.4484081577741763
25,25,gu,32.2245340469919,-79.0543775344458,124.37963027870012,-58.279131500153014,242.93695874603043,-999.9999999999999,932.1998223320676,2.2726741006407876,2.44503489227687
25,25,hi,48.22777889774215,-263.8363973094276,764.2208722000349,-688.9279380715489,214.1700990174377,-999.9999999998421,999.9999999999218,0.8628686269181424,0.9509520956554982
25,25,si,56.062693571773565,-96.28351428086923,273.2393573780735,-272.25866580829404,98.92466619313682,-833.6885679536235,939.8688253306645,2.610503293384775,2.883957024271435
25,25,ta,35.08069501717136,-47.36632849087364,83.04104428595285,-57.45804282767837,190.10464899609184,-976.1733294637411,999.9999999999999,2.080924431300258,2.439537594695485
25,50,hi,61.724575612658704,-56.720780431650205,83.69156366225054,-45.94107290954137,-80.61841347515869,-43.35078982355218,61.22688642782827,2.23579621488674e-11,0.1321239527192318
25,50,si,33.002922737487715,260.21421341420665,-993.0321593073629,999.9999968405793,147.6210002215242,-912.3065647466566,930.575605474274,0.1498221224151814,3.943031681254798
25,50,ta,54.79286680781994,71.85013200942416,-323.2870647484373,334.8606020040791,-126.37534099567632,27.08410761488932,80.96017432232483,1.6284306021943792e-09,1.1897944970193195
100,1,ka,-55.40541358224569,180.60079480118733,-60.277570781024686,-180.71622858272994,279.3672558693662,-999.9999999999717,926.140088026816,0.47069724313249667,1.109818326797321
100,1,gu,-117.13967045395277,457.33369564510105,-490.83058732494345,25.980358755291196,335.62182962913397,-999.9999999849742,775.0798479908818,0.49376191418223087,1.8990802377881377
100,1,hi,-32.82001362813486,81.29255695799142,120.58279918605298,-326.40612987415625,292.17156711744263,-999.9846192691679,872.3011560968628,0.012461371764275237,0.6727921891141242
100,1,si,55.03893641188663,-223.5049563932202,105.18944241346793,215.81012948484076,299.83140327026916,-999.9999998575854,840.504452338984,0.9878119566111265,2.1089925710741384
100,1,ta,-248.76569893483307,999.9999698733913,-561.3489384678165,-999.9977786984499,331.76723185194993,-999.9999904613112,782.9267225023892,0.38812675898438853,0.7132559821805764
100,10,ka,-110.60884094392212,439.4963469554206,-205.83721375268433,-355.35025266370485,254.2848011505368,-999.9999999999999,920.2986484802826,1.0696702980512305,2.0817325180059476
100,10,gu,-268.28806201289285,999.999960632251,-326.69287219086607,-999.9901191432139,82.96650352913039,37.42683648622817,-471.3820979933115,0.5316143667220012,1.3247278668301923
100,10,hi,-122.33381880190585,499.8357770560946,-174.314045951385,-607.0145805854748,281.04151170912746,-999.999994899703,835.6003884617027,0.5733053361106637,1.1255166375958723
100,10,si,-21.247687409276843,249.553537731208,-136.09402237943377,-267.92983773688997,127.92051233507289,-896.8585424266166,999.9999999664873,2.0524935892646967,4.090065166413023
100,10,ta,-36.64419686152428,254.65693329389302,-158.87713964884128,-287.3084951885795,214.7008387117767,-999.9968909231507,999.9999700020949,1.6806809982616662,2.748733146243401
100,25,ka,-118.67648243919527,514.2679037393054,-353.6994635544401,-252.44539084237906,246.18922113238133,-999.9999999957112,914.7952435108643,0.9002986817772296,1.7568769802233581
100,25,gu,-259.95131337728566,999.9999926881416,-333.7487006074541,-999.9999901553621,56.02313994280857,58.49576168827371,-458.3013984292847,0.5977854691958253,1.5736877581803959
100,25,hi,-102.37103833557714,488.46618547889733,-363.90952461851106,-284.86583101328125,261.6397664498114,-999.9999999993687,864.8085495074572,0.34062929476395093,0.6850750457997936
100,25,si,-26.647179859995614,293.0436824448738,-101.69492806937768,-396.5096736731505,85.80041581151023,-847.0201546265405,999.9999988383486,2.0935890178723664,4.363312874233878
100,25,ta,-86.36976253759796,448.069249365499,-146.46433586829312,-666.4933733326478,213.9991334067114,-999.9999998682479,984.378912978283,1.7909311516445516,2.787077272990939
100,50,hi,43.37128274342712,1.4332282361000679,7.981186569843711,0.6851918082153885,-51.429712348176956,-39.14175681879556,-28.597111144246398,3.4643027680942014e-09,0.8467922922279452
100,50,si,43.72554005991553,44.1327750417246,29.33302691648145,22.752075360928757,-124.85336660150759,-8.023712218551811,2.7415874265614644,2.3081858814390606e-08,16.150086392126116
100,50,ta,43.51668489601434,48.82746053133902,-53.86311492561389,-22.44188799159034,-134.00918094209737,99.56854313581495,-18.050521519418485,9.361925657706398e-09,11.537355614562244
1,1,ka,32.18993373677253,-43.624223530231355,215.97867824566285,-402.7050171491604,69.70043068263145,-399.31287994684726,314.55513503716026,4.154727022303799e-09,0.8791315619571414
1,1,gu,-14.766486636085485,31.195905121819102,-249.45082834842432,420.3624753507393,286.9469948171755,-999.999999967679,999.999999999967,0.7474940733674443,2.894911123118509
1,1,hi,55.41011604767102,-190.3512593784189,687.5712688812742,-999.9864111222023,272.56252076214645,-999.9920824824985,683.9250468492719,0.08571248198435484,2.461132802639878
1,1,si,36.04653041420068,-266.83749482311333,716.1807396126517,-602.3189568593742,237.70383483093033,-924.7471416431191,856.7645301284878,1.7932457184133066e-08,1.6559330807240835
1,1,ta,76.8065993546657,-225.8995068256899,635.6124675777547,-744.819236802326,117.96302952086221,-595.5677609463819,413.7962902915515,3.2114690986011383e-09,2.489012795397823
1,10,ka,109.597088552612,100.80735657742429,1.367910906447144,-999.9997374288903,200.75755818214188,-999.9999999455548,327.98497347828715,0.9773281188036684,3.10544385683895
1,10,gu,-47.272649963635985,-93.03657296072338,-116.88797712665351,947.2154515698923,153.38802102498937,-506.3346323070659,888.6044288684832,3.626354667762066e-09,0.13061971486101578
1,10,hi,25.90499886204397,-59.87158664096274,25.610835119169543,93.75343562824335,229.98353477500032,-999.9999999749737,999.9996505293075,0.8998188113378683,2.465829415995714
1,10,si,101.58582817346527,-354.28583138126015,999.9991864190567,-999.9999731550984,130.92556651338904,-977.3792496524235,999.9999916490433,1.064692018433754,5.439022691017215
1,10,ta,149.5643260770267,-211.49658710075892,628.9251584586642,-923.9942919770073,-280.07569152326914,335.0215867701322,-373.572118610305,6.08722200774884e-09,2.6551443885836106
1,25,ka,115.00016295694823,104.15325050857868,-1.925672850279438,-999.9948558433197,186.83318080535952,-999.9999768446907,337.0427982052549,1.173077933267526,3.2170194463260766
1,25,gu,-34.406092283814196,-15.426561849541487,-330.64710782223267,999.9999999999991,207.9156745333703,-736.4645389745776,999.9999997688084,0.03528225335047041,1.532071663815337
1,25,hi,25.351744163758884,-1.0830267673378178,-173.9323404533815,293.92945193529425,222.71906636241576,-999.9994592406882,999.9997874776781,0.5307914556748281,2.0562859799302386
1,25,si,109.19858095639046,-350.76987871711185,994.6840599942708,-998.9236993945445,93.8524310254813,-935.7911726148375,999.9984103103562,1.320687024747663,7.448452591699791
1,25,ta,133.51502638514955,-123.99153056002476,365.17392128148845,-657.3102595024835,-213.67058663614065,121.08455743755104,-157.93700067942817,1.0584301936418322e-11,2.0212386023179434
1,50,hi,59.90486292186151,-23.421108648610844,-14.056815078746249,31.64191870941024,-76.33958747592258,-57.56215726932832,52.53199451317033,2.4159042306626096e-09,10.210547899688924
1,50,si,89.03212664535603,-70.28103987434906,63.125318687333746,-21.435278163007116,-172.66003520749098,77.11175690070706,28.252425869936776,2.42955682926431e-12,21.634384601637542
1,50,ta,80.07862408199233,-54.011047177798204,-12.635215878477881,28.658229918078842,-101.82280084467612,-32.097592588071585,26.76366580595437,9.233839799237645e-12,16.899414732972936
10,1,ka,-2.0432543515848822,35.87882783111066,-114.3918366055321,95.24619020584416,250.91119807285673,-999.9999999926498,999.9999999968729,0.31067276030647417,1.9861583419848827
10,1,gu,14.206319434102097,222.7853232800094,-999.9941694805452,923.1705343141211,348.0441249461895,-999.9999518321436,510.60541930976115,0.5685704752158016,2.881554642853785
10,1,hi,72.39436252821035,-91.87601660661291,272.64710654604346,-712.21631246918,279.0747517320501,-877.3585926349316,252.80415567111783,4.852704528856652e-09,1.9954904042566708
10,1,si,17.020557441536834,-151.62038840745606,517.1619546724111,-504.2155784755692,248.36368453983937,-999.9999569848558,959.351448962541,0.032826392124791805,2.275790966085745
10,1,ta,47.46718853145707,-291.7465413958242,948.6698328846902,-999.9772191854947,242.52616389201228,-999.9963246564897,877.1509307880365,0.23907323637796724,3.081010720871415
10,10,ka,8.316251531961043,52.4405344948108,-275.31075906218484,361.78186216591354,234.8011550978097,-999.9991830722719,999.9999606332053,1.328632732124852,2.930518281564214
10,10,gu,-24.416228796462157,-82.11884784170873,-123.98479798063417,999.9996015160768,-248.51778474441616,999.9857789405585,-695.4802376532695,0.637484622931978,1.6113766171838135
10,10,hi,43.06498450879161,-239.9943937551113,682.5710858582104,-614.5531834654058,220.54567668665513,-999.726361562338,999.9936671154408,1.110124263782176,2.818681200605014
10,10,si,70.70913126190533,-272.97777400542077,961.0485222802607,-999.9999999570508,52.06110702252014,-796.267078058098,999.9999999898114,1.2813023374586445,9.414267433601735
10,10,ta,94.83340171762899,-231.75068791161462,774.9449049694944,-999.9999999995765,130.67092123955607,-999.9999999799365,969.6626625502759,1.1256239258774563,5.010572613476317
10,25,ka,16.12840289524914,31.722874670688707,-218.68530844753448,312.86007014438945,223.60332351704275,-999.9905323111354,999.9999845492213,1.443915579421309,3.2679226542854196
10,25,gu,-27.37068922447039,-390.4685007037974,999.9999995514513,30.15033559191113,-266.0942053746781,999.9999999986385,-454.963854896329,0.454523604138259,1.4553898438031905
10,25,hi,52.144182624149416,-246.2885378864889,709.2637851307873,-667.31509822065,204.82417059781116,-999.9999687872418,999.9999999995916,0.7840225801644901,2.500771473447346
10,25,si,72.9375709575725,-270.56433946705437,974.38488175485,-999.9999090910231,8.175255592077658,-723.4217702365958,999.9999560657138,1.716235799522449,13.253063133639266
10,25,ta,101.09930182797484,-243.39263457893358,791.3104102393429,-999.9984609230507,121.18045941110023,-999.9941537026004,975.5828514080896,0.8151640075922266,4.9227788397680365
10,50,hi,67.91538892484448,-10.828961661099424,-71.13461032688053,40.36122898366762,-75.49751794842308,-74.97262403197476,34.29067946875607,8.604783675374465e-10,9.653345596716106
10,50,si,81.4940244591429,-96.303916074364,116.61261414620014,-7.310411651407329,-141.7357429706385,3.466818311826385,110.2809595690461,9.581173307050116e-09,21.85225780272004
10,50,ta,80.9312084787399,-65.82107386333894,12.79041280182931,18.99676892619215,-106.91115311094268,-13.181087073068781,9.46934472713761,2.4358156800728156e-09,17.36679328910925
50,1,hi,30.289559966798194,-9.287916488237002,0.5193422999723448,1.4333560022824687,-56.09651616467049,12.430091950606872,-1.0236041391974287,4.618643401533249e-09,3.316612582837946
50,1,si,48.6848541215307,-10.880947578836873,-52.20029992224998,46.462090263502226,-54.4415455019122,-52.69809625305616,20.286623282063843,1.334763293859656e-13,8.353829717745487
50,1,ta,26.958926616335525,-20.68317479647273,8.700490481908927,20.725167802786142,-35.59857720457407,-23.935691460500124,25.91823850504729,1.0405951296668739e-08,7.234535299932244
50,10,hi,47.80527617228214,-37.07200083895475,12.890136207887743,13.531486896247335,-56.2241005755747,-27.900247710852728,-7.634345733804898,5.043431842098905e-09,5.738299190964816
50,10,si,67.8990184293059,-66.94597823361022,16.69269082843489,55.9126304854337,-84.91605600400575,-32.58607891777823,13.619103300112233,1.1334701388910712e-08,11.981112367540355
50,10,ta,26.26151704531946,-24.747507297767065,-22.693829953323927,150.05300675174755,-72.86006938162201,30.939611943492743,73.69883738110039,8.446953978567515e-10,10.509533928931285
50,25,hi,55.69190847751305,-31.82204735402874,-6.005160855402599,13.416767980898253,-70.53407610602049,-57.947440428449994,50.07178444427876,3.2263762199489682e-09,5.463390905662305
50,25,si,75.5624895458286,-81.18557678273518,35.812872199750835,51.27248882156294,-96.54315635098185,-15.042556390962076,-18.21226820748789,2.595474363100462e-09,16.1701678994461
50,25,ta,62.020888327033866,-36.707133651681076,-47.04351838084683,70.93301852604269,-78.22635999333916,-26.472844914281758,10.738194333606023,5.636365779391865e-09,10.788055821270595
